Region,Year,Month,tp,cdir,e,avg_pevr,avg_tprate,v10,d2m,t2m,sp,skt,si10,tcc,stl1
NAU,1940,10,0.00027252,24052194,-0.003697619,-2.97E-05,3.15E-06,1.4851665,291.1576,299.51044,100578.05,301.39484,5.236254,0.24105252,301.54675
NAU,1940,11,0.00065093,25200616,-0.002983929,-3.26E-05,7.53E-06,0.7004801,292.34332,300.93524,100147.64,302.8326,4.333839,0.3129752,302.98767
NAU,1940,12,0.001629322,25249094,-0.003672159,-2.79E-05,1.89E-05,0.41901395,294.7399,301.25787,100193.7,303.2945,4.0442104,0.41073406,303.50284
NAU,1950,1,0.01196442,25066060,-0.004585917,-2.10E-05,0.000138476,-0.72987455,296.26727,300.22476,99800.26,302.15436,4.757257,0.8141013,302.42734
NAU,1950,2,0.010712615,24517248,-0.004518513,-1.82E-05,0.000123988,-0.39073378,296.55368,300.24017,99789.26,301.77408,4.967233,0.82742316,302.03262
NAU,1950,3,0.005240871,23103046,-0.003726347,-2.14E-05,6.07E-05,0.38340616,295.5443,300.4834,99960.59,302.03247,4.2785454,0.5997088,302.27286
NAU,1950,4,0.003917644,20414138,-0.004487327,-2.31E-05,4.53E-05,2.0418277,292.75482,299.92172,100174.23,301.32892,5.0051003,0.45320585,301.66263
NAU,1950,5,0.001961608,17281074,-0.003545384,-2.02E-05,2.27E-05,1.4421182,291.52942,298.7056,100321.79,300.08026,4.34322,0.34763247,300.3894
NAU,1950,6,0.001342253,15383398,-0.004772957,-1.71E-05,1.55E-05,2.82619,289.45145,296.6342,100451.54,297.9229,5.8579044,0.32500517,298.34198
NAU,1950,7,0.001292416,15846944,-0.004668017,-1.86E-05,1.50E-05,3.109794,288.3207,296.4161,100582.85,297.52692,6.1188326,0.32385156,297.83395
NAU,1950,8,0.000735261,18248440,-0.004132852,-2.37E-05,8.51E-06,3.0845544,287.78915,297.01746,100597.61,298.01727,5.9025197,0.29005083,298.2853
NAU,1950,9,0.000569375,21287494,-0.003278615,-2.64E-05,6.59E-06,1.9773667,290.32846,298.60587,100529.445,299.95703,5.218117,0.29259765,300.10837
NAU,1950,10,0.001216125,23606140,-0.003236426,-2.75E-05,1.41E-05,1.3114319,292.71835,299.82947,100333.85,301.52054,4.4852943,0.35774693,301.7581
NAU,1950,11,0.002843811,24668484,-0.003282185,-2.78E-05,3.29E-05,0.5038176,294.09125,300.5323,100022.95,302.42288,3.924792,0.51336575,302.61115
NAU,1950,12,0.007665931,24812222,-0.004774045,-2.14E-05,8.87E-05,0.42531645,295.22675,300.2661,99838.63,301.8877,5.414462,0.7107857,302.20956
NAU,1960,1,0.00828622,25202924,-0.004460604,-2.24E-05,9.59E-05,-0.11760435,296.07907,300.6662,99952.21,302.60168,4.7240067,0.6910482,302.93082
NAU,1960,2,0.007962382,24573186,-0.004324737,-1.98E-05,9.22E-05,-0.07748773,296.3612,300.459,99962.484,302.18826,4.245044,0.72194856,302.49548
NAU,1960,3,0.006184752,23122472,-0.004600975,-2.17E-05,7.16E-05,1.0425738,295.01807,300.35257,100097.49,301.97693,4.7518096,0.64045185,302.31247
NAU,1960,4,0.002671664,20348344,-0.004485605,-2.32E-05,3.09E-05,1.7887197,293.48904,300.437,100249.375,301.8997,4.8229766,0.47316623,302.2293
NAU,1960,5,0.002405565,17158670,-0.00493398,-1.77E-05,2.78E-05,2.241115,291.14334,297.6285,100389.24,298.95374,5.421089,0.4856357,299.358
NAU,1960,6,0.000981681,15556408,-0.005262875,-1.93E-05,1.14E-05,3.0109856,287.83844,296.75455,100652.164,297.8636,6.0506887,0.37941995,298.2057
NAU,1960,7,0.000499412,15938527,-0.004877471,-1.95E-05,5.78E-06,2.709299,287.88107,296.5831,100647.33,297.7657,6.0396147,0.33628818,298.0367
NAU,1960,8,0.000277025,18332596,-0.003892757,-2.31E-05,3.21E-06,2.626052,286.93,296.51633,100653.84,297.58527,5.5090647,0.3485617,297.83304
NAU,1960,9,0.000366662,21342190,-0.003344048,-2.81E-05,4.24E-06,2.0547795,289.45352,298.4849,100418.555,299.84937,4.966776,0.28778562,300.00803
NAU,1960,10,0.000484997,23915490,-0.002905988,-3.13E-05,5.61E-06,1.4497861,291.58105,300.09613,100400.22,301.78824,4.708499,0.31635734,301.9138
NAU,1960,11,0.001081006,24907224,-0.003382535,-3.13E-05,1.25E-05,1.0607435,292.97168,300.90408,100213.3,302.74246,4.441104,0.37034276,302.9452
NAU,1960,12,0.003776961,25044988,-0.004255027,-2.63E-05,4.37E-05,0.7279086,294.67862,300.92477,100075.37,302.85434,4.70062,0.57438475,303.13684
NAU,1970,1,0.00317483,25264674,-0.00350001,-3.09E-05,3.67E-05,0.012630384,294.8209,301.91684,100103.71,303.9777,4.019351,0.46684548,304.17346
NAU,1970,2,0.007689021,24390120,-0.004167293,-2.58E-05,8.90E-05,0.22963263,295.88394,301.36826,100005.21,303.04272,5.033205,0.6338159,303.32742
NAU,1970,3,0.004406426,22975056,-0.003766746,-2.62E-05,5.10E-05,1.0085306,294.5855,301.19238,100073.24,302.87128,4.0791574,0.52511513,303.20142
NAU,1970,4,0.002239428,20255754,-0.004037909,-2.48E-05,2.59E-05,1.6573805,292.99222,300.45322,100354.484,301.9849,4.793204,0.41720495,302.29233
NAU,1970,5,0.002238785,17082556,-0.005274563,-2.26E-05,2.59E-05,2.4610887,290.59875,299.03784,100448.18,300.2632,6.260792,0.446551,300.6419
NAU,1970,6,0.000621174,15416039,-0.004683203,-2.08E-05,7.19E-06,2.9133303,288.90186,298.02283,100583.02,299.01178,5.74722,0.3172123,299.3678
NAU,1970,7,0.00058763,15995348,-0.005592441,-2.13E-05,6.80E-06,3.4600003,285.99982,296.46988,100765.38,297.48203,6.5919576,0.32936564,297.85397
NAU,1970,8,0.000930737,18312552,-0.004189232,-2.44E-05,1.08E-05,2.9352183,286.93015,297.07376,100575.74,298.0486,5.800677,0.3222999,298.31662
NAU,1970,9,0.000399065,21130336,-0.003178384,-2.88E-05,4.62E-06,2.0949044,289.76144,298.93048,100365.234,300.24832,5.0845647,0.28632388,300.39017
NAU,1970,10,0.0011809,23712690,-0.002921465,-3.20E-05,1.37E-05,1.8368204,291.82687,300.5101,100211.82,302.06827,5.0037656,0.32445386,302.20227
NAU,1970,11,0.002007994,24675314,-0.003350509,-2.98E-05,2.32E-05,0.92652756,293.57083,301.01294,100101.76,303.0688,4.063398,0.42001784,303.29413
NAU,1970,12,0.004610038,24873580,-0.003967943,-2.80E-05,5.34E-05,0.17592363,295.16708,301.32178,99801.79,303.24078,4.5449142,0.57230735,303.47858
NAU,1980,1,0.007982747,24971024,-0.004047714,-2.35E-05,9.24E-05,-0.99217683,296.74326,301.22943,99880.74,302.87302,4.701115,0.7919497,303.13992
NAU,1980,2,0.009842391,24345496,-0.004429849,-1.85E-05,0.000113916,-0.5629915,296.97363,300.69797,99884.984,301.99783,5.1100903,0.77156335,302.32355
NAU,1980,3,0.005997478,22961520,-0.003814254,-2.42E-05,6.94E-05,0.708966,295.58533,300.97403,100089.29,302.46606,4.445871,0.60502815,302.73193
NAU,1980,4,0.001881774,20212214,-0.00433586,-2.39E-05,2.18E-05,1.4534125,293.6359,300.31058,100338.914,301.6412,5.364477,0.42746085,301.88367
NAU,1980,5,0.000991139,17192826,-0.003937556,-2.15E-05,1.15E-05,2.2814074,292.07974,299.29272,100496.52,300.25858,5.4470425,0.29657835,300.5102
NAU,1980,6,0.000404365,15535710,-0.004623762,-1.98E-05,4.68E-06,2.4352436,289.31647,297.55112,100623.34,298.6564,5.780569,0.28390884,298.95517
NAU,1980,7,0.000443769,15964387,-0.004233708,-1.95E-05,5.14E-06,2.522407,287.69064,296.31433,100669.51,297.43948,5.590918,0.3291983,297.73724
NAU,1980,8,0.000379326,18293386,-0.004068265,-2.34E-05,4.39E-06,2.8101065,288.75662,297.32526,100732.09,298.28104,6.223778,0.33211783,298.49002
NAU,1980,9,0.000132221,21603866,-0.003296295,-2.94E-05,1.53E-06,1.6860094,289.2762,298.50443,100633.586,299.73813,4.9670734,0.24379876,299.87244
NAU,1980,10,0.00031303,23842660,-0.003281456,-3.01E-05,3.62E-06,1.0358446,292.22668,300.1611,100381.47,301.86206,4.5517836,0.2926496,301.99496
NAU,1980,11,0.000797738,24836588,-0.003267127,-3.20E-05,9.23E-06,0.98792326,293.67407,301.2584,100204.66,303.1726,4.415135,0.30772814,303.30627
NAU,1980,12,0.003387951,24899088,-0.003298816,-2.80E-05,3.92E-05,0.098523974,295.4398,301.4173,100030.016,303.26718,3.9201968,0.56727797,303.47723
NAU,1990,1,0.006602136,25087518,-0.004048734,-2.60E-05,7.64E-05,-0.13742124,296.27673,301.36807,99924.48,303.2076,4.89647,0.68369323,303.44598
NAU,1990,2,0.002772906,24912186,-0.00358578,-2.84E-05,3.21E-05,0.44824404,294.9638,301.68747,100224.55,303.54916,3.7156286,0.44907877,303.76596
NAU,1990,3,0.005868445,22939522,-0.003816878,-2.56E-05,6.79E-05,0.36009064,295.69022,301.5518,100052.92,303.06726,5.027496,0.58020955,303.28915
NAU,1990,4,0.00221383,20379350,-0.004072453,-2.35E-05,2.56E-05,1.5888926,293.28848,300.71478,100261.92,302.19547,4.421367,0.35728207,302.53033
NAU,1990,5,0.002583859,17099756,-0.004657236,-2.05E-05,2.99E-05,2.2375941,292.3403,299.49838,100376.18,300.68478,5.926528,0.46379703,301.02567
NAU,1990,6,0.001530103,15342055,-0.004959669,-1.79E-05,1.77E-05,3.0113757,289.385,297.14325,100567.83,298.40527,6.0110064,0.37933853,298.73123
NAU,1990,7,0.000623075,15725698,-0.003789007,-1.92E-05,7.21E-06,2.721915,289.14325,296.9131,100618.69,297.95828,5.6591296,0.35777068,298.17172
NAU,1990,8,0.00023859,18412252,-0.004087869,-2.30E-05,2.76E-06,1.9602683,287.4734,296.80093,100632.266,298.20602,4.9812317,0.26631096,298.38934
NAU,1990,9,0.000484453,21410474,-0.00393041,-2.81E-05,5.61E-06,2.6553354,288.70206,297.97018,100686.68,299.1837,5.8917894,0.29919198,299.37192
NAU,1990,10,0.00032237,23878356,-0.00313192,-3.15E-05,3.73E-06,1.352622,291.84424,300.3185,100432.94,301.9293,4.827006,0.3221779,302.01953
NAU,1990,11,0.000580732,24845944,-0.003132927,-3.21E-05,6.72E-06,0.7577929,294.0183,301.58914,100170.9,303.36484,4.642461,0.3101361,303.4702
NAU,1990,12,0.004869288,24767532,-0.003759719,-2.82E-05,5.64E-05,-0.09168544,295.6915,301.8123,99986.16,303.51245,4.827705,0.5772109,303.70944
NAU,2000,1,0.006432727,25102684,-0.004234214,-2.43E-05,7.45E-05,0.09949218,295.87357,301.0111,99924,302.8621,4.09563,0.70541084,303.1099
NAU,2000,2,0.010507688,24239894,-0.003929706,-1.74E-05,0.000121616,-0.8505448,297.07776,300.6339,99899.63,301.95554,4.707009,0.8455872,302.34302
NAU,2000,3,0.00844703,22657938,-0.004044958,-1.78E-05,9.78E-05,0.15506469,296.4106,300.2366,100057.94,301.48163,4.5079293,0.7110217,301.8319
NAU,2000,4,0.006202059,19823122,-0.004195982,-1.76E-05,7.18E-05,1.4110376,295.78107,300.0497,100192.27,301.3358,4.968536,0.6564912,301.69913
NAU,2000,5,0.002200441,17081228,-0.005792143,-1.95E-05,2.55E-05,3.4003239,291.49753,298.10202,100533.37,299.3229,6.7566633,0.45063132,299.62357
NAU,2000,6,0.001186224,15476265,-0.005776386,-1.68E-05,1.37E-05,3.528724,288.70154,295.9613,100700.69,296.99374,7.171091,0.47591567,297.25995
NAU,2000,7,0.000245306,16030693,-0.004359921,-1.85E-05,2.84E-06,2.3880825,288.1009,296.0334,100645.766,297.05948,5.4576,0.35186613,297.18665
NAU,2000,8,0.000265894,18332186,-0.003609687,-2.25E-05,3.08E-06,2.3235872,288.69254,296.96262,100561.02,298.00845,5.167098,0.42199674,298.03128
NAU,2000,9,0.000286448,21427908,-0.003196306,-2.82E-05,3.32E-06,1.9015801,290.62537,298.75433,100544.516,300.01724,5.0504327,0.36149803,299.99646
NAU,2000,10,0.001530954,23565704,-0.003317238,-2.58E-05,1.77E-05,1.3959764,293.2319,299.76047,100250.53,301.15292,4.523122,0.4320975,301.3074
NAU,2000,11,0.002560483,24539262,-0.003759579,-2.71E-05,2.96E-05,0.6457819,294.87082,300.8054,99981.164,302.63864,4.1494727,0.47042593,302.73303
NAU,2000,12,0.006950538,24616188,-0.004144892,-2.02E-05,8.04E-05,0.14659783,296.09268,300.48715,99835.92,301.50003,5.331601,0.726304,301.85825
NAU,2010,1,0.008565617,24965830,-0.004565424,-2.20E-05,9.91E-05,-0.16104057,296.48965,301.18854,99882.57,302.54236,5.5785255,0.7770849,302.87457
NAU,2010,2,0.004779444,24542400,-0.003916549,-2.25E-05,5.53E-05,-0.14811507,296.78976,301.49573,100073.89,303.04468,4.3192334,0.5601482,303.30542
NAU,2010,3,0.004139836,22976568,-0.004170631,-2.41E-05,4.79E-05,1.3253605,295.8585,301.42606,100206.89,302.90808,4.513576,0.5529004,303.12674
NAU,2010,4,0.004466199,19901496,-0.003920716,-2.06E-05,5.17E-05,1.2251729,295.43262,300.806,100308.234,302.32593,4.590812,0.63528585,302.599
NAU,2010,5,0.002267779,16891246,-0.004800971,-1.83E-05,2.62E-05,2.304236,293.02948,299.4374,100357.1,300.47232,5.6114483,0.54880136,300.7854
NAU,2010,6,0.000893484,15303101,-0.00539325,-1.91E-05,1.03E-05,3.1352339,289.8599,297.71716,100644.06,298.70374,6.558472,0.3981464,298.91406
NAU,2010,7,0.001363901,15445995,-0.004495844,-1.82E-05,1.58E-05,3.0780702,291.29956,297.80695,100641.57,298.6026,6.8752837,0.47037542,298.80676
NAU,2010,8,0.000757733,17919874,-0.003862214,-2.24E-05,8.77E-06,2.5786264,290.0454,297.7733,100566.96,298.86636,5.9023647,0.35736677,298.9855
NAU,2010,9,0.001115546,20772106,-0.003490913,-2.60E-05,1.29E-05,2.3118496,292.72568,299.66064,100457.3,300.85596,5.905496,0.41711065,300.9282
NAU,2010,10,0.002550223,23321228,-0.003557538,-2.66E-05,2.95E-05,1.8128521,293.78317,300.37643,100269.58,301.8472,5.0262237,0.4852857,302.0041
NAU,2010,11,0.003363475,24528586,-0.003546007,-2.83E-05,3.89E-05,1.0283662,294.31747,301.02637,100121.51,302.91614,4.2908993,0.50792617,303.03238
NAU,2010,12,0.007531647,24513134,-0.004057364,-2.31E-05,8.72E-05,-0.83283556,296.22095,301.28955,99781.07,303.2599,4.195033,0.75618184,303.50366
NAU,2020,1,0.006690461,25024180,-0.004185977,-2.47E-05,7.74E-05,-0.38061082,296.9048,301.94888,99973.43,303.64386,5.0116205,0.7035608,303.97614
NAU,2020,2,0.006905832,24442430,-0.004243589,-2.32E-05,7.99E-05,-0.32314977,297.08505,301.85797,99995.39,303.20367,4.8258176,0.69627064,303.54984
NAU,2020,3,0.004930393,22901152,-0.004152056,-2.53E-05,5.71E-05,0.8713951,295.81674,301.64893,100198.695,303.08124,4.444757,0.57004046,303.33435
NAU,2020,4,0.001657023,20173212,-0.003971225,-2.54E-05,1.92E-05,1.3895106,294.1671,301.34485,100387.85,302.8892,4.419617,0.42749086,303.09616
NAU,2020,5,0.002075623,17057368,-0.005721356,-2.11E-05,2.40E-05,2.777014,290.41556,298.74277,100603.08,299.9553,6.520104,0.5164482,300.26172
NAU,2020,6,0.000789263,15380881,-0.004712858,-2.02E-05,9.13E-06,3.0681438,289.56085,297.91815,100671.77,298.84088,6.3400517,0.32649177,299.03403
NAU,2020,7,0.000584024,15981532,-0.005012081,-2.16E-05,6.76E-06,3.2112668,287.19467,296.97107,100660.875,297.96066,6.4752455,0.3225034,298.09598
NAU,2020,8,0.000394745,18327210,-0.003512537,-2.43E-05,4.57E-06,2.157128,288.5539,297.80713,100592.6,299.00793,5.1706614,0.3422481,299.05017
NAU,2020,9,0.000433673,21214116,-0.003124582,-2.84E-05,5.02E-06,2.0933924,291.37387,299.62146,100528.805,300.98035,5.4095106,0.29613453,301.04007
NAU,2020,10,0.000659843,23780888,-0.003435876,-3.04E-05,7.64E-06,1.6102749,292.1691,300.43033,100336.33,302.14362,5.0008044,0.3609092,302.28906
NAU,2020,11,0.0009774,24778206,-0.00332645,-3.25E-05,1.13E-05,1.0132492,294.12762,301.9865,100232.76,303.94412,4.605109,0.37782946,304.03394
NAU,2020,12,0.006549653,24713930,-0.003943858,-2.27E-05,7.58E-05,-0.22429302,296.2649,301.36856,99968.76,303.071,4.246325,0.70211154,303.46066
SAU,1940,1,0.000914716,27829880,-0.002461241,-2.75E-05,1.06E-05,1.297737,282.97284,290.76816,100238.64,292.30194,5.965211,0.44981223,292.48175
SAU,1940,2,0.000397709,24856636,-0.002246517,-2.79E-05,4.60E-06,1.2655005,283.31042,291.56918,100608.13,292.9907,6.04216,0.39259,293.16632
SAU,1940,3,0.000439965,19876158,-0.001851301,-2.26E-05,5.09E-06,0.39875236,283.02786,291.05594,100900.84,292.16083,5.4800034,0.47726443,292.3772
SAU,1940,4,0.000610478,14230542,-0.002342963,-1.49E-05,7.07E-06,0.88745844,282.5991,289.42627,101210.125,290.5926,5.6969132,0.57762957,290.87363
SAU,1940,5,0.001512342,10054549,-0.002398733,-8.83E-06,1.75E-05,-0.20766342,281.42264,287.0983,101221.12,287.99918,5.9355884,0.58527523,288.33463
SAU,1940,6,0.002146902,7910813.5,-0.002402859,-6.05E-06,2.48E-05,-1.5493357,280.08694,285.25656,101176.73,286.00476,6.231932,0.56991124,286.27707
SAU,1940,7,0.002305926,8537799,-0.002557745,-5.58E-06,2.67E-05,-1.8525767,280.287,284.74103,100923.664,285.45447,6.7240467,0.5652208,285.67798
SAU,1940,8,0.001394387,11855205,-0.002338923,-9.25E-06,1.61E-05,-0.8809227,278.8906,284.654,101187.4,285.4759,6.2235193,0.4865939,285.64124
SAU,1940,9,0.001889389,17066210,-0.002542716,-1.19E-05,2.19E-05,-0.49883974,279.19513,285.00833,100861.15,286.02567,6.7001724,0.537222,286.2034
SAU,1940,10,0.000929509,22603760,-0.00214272,-1.91E-05,1.08E-05,0.75741315,280.62485,287.20377,100843.01,288.36862,5.8297024,0.532206,288.42245
SAU,1940,11,0.000928577,27014998,-0.002195448,-2.40E-05,1.07E-05,1.9716046,280.9977,288.3238,100685.24,289.95526,6.0721974,0.54646957,290.13452
SAU,1940,12,0.00062852,28729284,-0.002288099,-2.96E-05,7.27E-06,1.9505246,282.45233,290.67987,100591.12,292.38144,6.146987,0.5032477,292.45963
SAU,1950,1,0.000817009,27702466,-0.002340383,-2.85E-05,9.46E-06,1.1152526,283.2875,291.4152,100305.414,292.8101,6.1790934,0.5026321,293.03146
SAU,1950,2,0.000894895,24677456,-0.002517193,-2.44E-05,1.04E-05,1.4235599,284.6488,291.63568,100606.766,292.91998,5.878736,0.510108,293.1944
SAU,1950,3,0.000727843,19972070,-0.002576272,-2.11E-05,8.42E-06,1.6201854,283.58298,290.86737,100950.51,292.2789,5.8303156,0.45739892,292.5943
SAU,1950,4,0.000824266,14339726,-0.002236241,-1.45E-05,9.54E-06,0.066278964,282.86813,289.46506,101188.4,290.42056,5.6345954,0.5298513,290.71677
SAU,1950,5,0.002623704,9961731,-0.002661377,-8.01E-06,3.04E-05,-0.29396456,283.16492,288.12054,100564.28,289.05487,5.97346,0.6506397,289.40225
SAU,1950,6,0.002342444,7925465,-0.002907246,-5.25E-06,2.71E-05,-0.86486894,280.85538,285.6316,101029.664,286.69406,5.8572664,0.5562189,287.02054
SAU,1950,7,0.00214484,8502005,-0.002505846,-6.12E-06,2.48E-05,-1.5067194,280.23898,285.10825,101186.04,285.88678,6.1891584,0.5654249,286.11203
SAU,1950,8,0.001877422,11690068,-0.002389149,-8.69E-06,2.17E-05,-0.90740156,280.40732,285.52972,100991.2,286.27188,6.3408766,0.5658114,286.4857
SAU,1950,9,0.001561476,16925078,-0.002284859,-1.45E-05,1.81E-05,-1.0669652,280.35526,286.58084,100715.83,287.3327,6.5963893,0.5139222,287.4988
SAU,1950,10,0.001429582,22572618,-0.002155363,-1.95E-05,1.65E-05,0.12673384,280.44165,287.29935,100616.44,288.3375,6.262707,0.53445953,288.5218
SAU,1950,11,0.001128539,26910330,-0.002046159,-2.49E-05,1.31E-05,-0.16250001,281.7577,288.98352,100381.36,290.0865,6.11985,0.47846314,290.30844
SAU,1950,12,0.000716353,28647530,-0.002223752,-2.97E-05,8.29E-06,1.0457406,283.14658,291.20758,100456.836,292.45483,6.162595,0.40299034,292.6549
SAU,1960,1,0.001206571,27507948,-0.002408387,-2.90E-05,1.40E-05,0.6247205,284.9504,292.23816,100376.96,293.3594,6.29975,0.50080466,293.50983
SAU,1960,2,0.001079638,24628432,-0.002714093,-2.15E-05,1.25E-05,0.9417927,284.93863,291.12802,100646.125,292.23236,6.029213,0.5383204,292.4961
SAU,1960,3,0.001134918,19672686,-0.002409712,-1.97E-05,1.31E-05,0.59774846,284.36703,290.90604,100847.52,291.98383,5.9198966,0.5300551,292.21875
SAU,1960,4,0.001742164,14216687,-0.003014269,-1.24E-05,2.02E-05,0.5058074,282.33783,288.27554,100717.96,289.6122,6.2910457,0.57094985,289.94275
SAU,1960,5,0.002362194,10045142,-0.003155409,-7.62E-06,2.73E-05,0.30124834,281.3556,286.23062,100541.516,287.23532,7.6043067,0.6320383,287.50613
SAU,1960,6,0.001816605,7929221,-0.002493878,-5.94E-06,2.10E-05,-1.1335939,280.17535,284.88617,101206.41,285.65112,6.4258823,0.4947758,285.9635
SAU,1960,7,0.002746514,8540884,-0.002890321,-5.61E-06,3.18E-05,-1.2504866,279.80267,284.39172,100624.33,285.1524,7.519032,0.6005447,285.38348
SAU,1960,8,0.001815685,11835946,-0.002329494,-7.86E-06,2.10E-05,-0.022733305,278.87817,283.9009,100892.24,284.8937,5.8721533,0.54385257,285.11862
SAU,1960,9,0.001871548,16937736,-0.002237015,-1.20E-05,2.17E-05,0.5172192,280.33884,285.25153,100619.125,286.03787,6.3695784,0.5520176,286.2035
SAU,1960,10,0.000841048,22601162,-0.002262826,-2.08E-05,9.73E-06,0.129577,280.71765,287.2656,100749.09,288.22272,6.677578,0.50184166,288.33127
SAU,1960,11,0.001174558,26885640,-0.002556714,-2.35E-05,1.36E-05,1.150198,281.00385,288.0074,100590.36,289.38687,6.5331836,0.52686936,289.54846
SAU,1960,12,0.000714963,28384454,-0.002004561,-2.79E-05,8.27E-06,1.2030188,283.9618,290.9049,100667.086,292.07272,5.482921,0.5256096,292.1101
SAU,1970,1,0.000866914,27196554,-0.00237412,-2.75E-05,1.00E-05,1.6333671,283.97534,291.13135,100679.25,292.48428,6.250249,0.5459425,292.64877
SAU,1970,2,0.000954702,24295200,-0.002489797,-2.72E-05,1.10E-05,1.0139844,284.6387,292.25098,100724.766,293.4267,6.1567225,0.55225027,293.6146
SAU,1970,3,0.00093261,19520608,-0.002332244,-1.99E-05,1.08E-05,1.0652074,284.10193,290.7198,100751.58,291.97012,5.7345915,0.5788364,292.26172
SAU,1970,4,0.002186643,14032912,-0.003203475,-1.32E-05,2.53E-05,-0.81623703,283.199,289.088,100665.45,290.05435,7.1546617,0.5678256,290.33804
SAU,1970,5,0.001968236,9919711,-0.002889065,-7.69E-06,2.28E-05,-0.3655881,281.559,286.53574,101083.03,287.4479,6.617948,0.5682425,287.77838
SAU,1970,6,0.002674753,7790038,-0.002924302,-6.24E-06,3.10E-05,-2.5449007,281.07767,285.8157,100423.88,286.36572,7.8046913,0.54678756,286.64874
SAU,1970,7,0.002495699,8438948,-0.003030048,-6.76E-06,2.89E-05,-1.536302,279.6307,284.89957,100867.086,285.60797,7.797142,0.51759243,285.84317
SAU,1970,8,0.002358374,11711972,-0.003155263,-8.26E-06,2.73E-05,-0.34721613,278.87924,284.29083,100798.87,285.2714,7.697829,0.5389724,285.53046
SAU,1970,9,0.002352016,16815162,-0.002841512,-1.13E-05,2.72E-05,0.59681165,279.34726,284.73737,100545.2,285.79538,7.141146,0.6035748,285.993
SAU,1970,10,0.001356267,22492950,-0.002729134,-1.96E-05,1.57E-05,-0.14946213,279.82324,286.7007,100501.67,287.72296,7.153039,0.55356747,287.88013
SAU,1970,11,0.001191215,26708546,-0.002187119,-2.40E-05,1.38E-05,0.38353345,281.65723,288.48074,100640.586,289.5127,6.486665,0.5367071,289.62723
SAU,1970,12,0.001438264,28361050,-0.002451134,-2.74E-05,1.66E-05,1.242096,282.9528,290.25232,100350.12,291.60336,6.534801,0.5158724,291.7766
SAU,1980,1,0.001072278,27423036,-0.002983867,-2.68E-05,1.24E-05,1.8569204,284.0364,291.0148,100319.78,292.5184,6.7533836,0.52145183,292.67856
SAU,1980,2,0.001143952,24514664,-0.002962396,-2.43E-05,1.32E-05,1.4724423,284.22806,291.3258,100535.56,292.68234,6.2293305,0.5413452,292.85614
SAU,1980,3,0.000783404,19587922,-0.002801915,-2.05E-05,9.07E-06,0.7889273,284.1886,290.97028,100787.5,292.1606,6.5304127,0.48870936,292.3334
SAU,1980,4,0.002048327,14060326,-0.002698526,-1.33E-05,2.37E-05,-1.2100126,283.9248,289.6951,100763.3,290.45212,6.5059047,0.5443687,290.71524
SAU,1980,5,0.002113438,9865817,-0.002295973,-7.75E-06,2.45E-05,-1.4415824,283.62173,287.9614,100909.38,288.50116,6.19221,0.5824172,288.76212
SAU,1980,6,0.002911939,7851054,-0.003207865,-5.01E-06,3.37E-05,-0.85192394,281.35587,285.66708,100850.3,286.53384,7.2491727,0.6174534,286.84378
SAU,1980,7,0.002491757,8508032,-0.002907547,-5.24E-06,2.88E-05,-0.4692789,280.49167,284.84866,100834.88,285.65552,7.02661,0.5678577,285.9312
SAU,1980,8,0.00201857,11851238,-0.003152077,-9.27E-06,2.34E-05,-2.1440895,280.12073,285.5167,100818.96,285.9743,8.308021,0.51121294,286.1303
SAU,1980,9,0.001789804,17005120,-0.002768079,-1.50E-05,2.07E-05,-1.1295838,280.55267,286.50363,100416.484,287.01767,8.4362335,0.4950853,287.07288
SAU,1980,10,0.001908731,22556404,-0.002639785,-1.78E-05,2.21E-05,0.6032919,280.54807,286.74677,100571.91,287.83157,6.8678293,0.54801285,287.9854
SAU,1980,11,0.00135031,26709066,-0.002352819,-2.46E-05,1.56E-05,0.66798836,282.45312,289.18787,100466.25,290.25848,6.3085084,0.59274703,290.31516
SAU,1980,12,0.001254333,28442020,-0.00252648,-2.81E-05,1.45E-05,0.92602885,283.444,290.8484,100477,292.07358,6.1814055,0.5360609,292.20355
SAU,1990,1,0.00137498,27304386,-0.003161698,-2.56E-05,1.59E-05,1.1234741,284.51334,291.57224,100487.77,292.73984,6.646799,0.54878944,292.93607
SAU,1990,2,0.001604774,24309154,-0.002712826,-2.13E-05,1.86E-05,1.7018534,285.59003,291.5401,100979.32,292.64783,6.052104,0.5891615,292.88232
SAU,1990,3,0.000872856,19548274,-0.002822351,-2.02E-05,1.01E-05,0.7169641,285.21048,291.69168,100956.12,292.76462,5.977119,0.508945,292.9835
SAU,1990,4,0.002191935,14075214,-0.002913118,-1.23E-05,2.54E-05,0.24336153,284.2392,289.7149,100831.76,290.6394,6.2556295,0.5616745,290.97778
SAU,1990,5,0.001854345,9940521,-0.00306184,-7.88E-06,2.15E-05,0.15185875,282.74097,287.7615,100969.734,288.68243,6.702892,0.65814894,288.97653
SAU,1990,6,0.002377517,7871556,-0.00346267,-5.26E-06,2.75E-05,-0.36711797,280.6051,285.3348,100996.06,286.3778,7.4120693,0.54087895,286.67703
SAU,1990,7,0.002954318,8470692,-0.003422915,-5.51E-06,3.42E-05,-1.1428369,279.9756,284.63303,100504.61,285.56235,7.8967047,0.57682025,285.86188
SAU,1990,8,0.00251192,11723803,-0.003267141,-7.36E-06,2.91E-05,0.26552248,279.363,284.38406,100483.55,285.359,7.64754,0.5767865,285.62585
